Year,Month,Day,Weekday,Hour,Minute,Second,ContentLength,ElapsedTimeMilisecond 
2022,5,6,Friday,8,28,13,2730,60
2022,5,6,Friday,8,28,14,2730,61
2022,5,6,Friday,8,28,14,2730,65
2022,5,6,Friday,8,28,14,2730,65
2022,5,6,Friday,8,28,14,2730,61
2022,5,6,Friday,8,28,14,2730,60
2022,5,6,Friday,8,28,17,2730,64
2022,5,6,Friday,8,28,19,2730,65
2022,5,6,Friday,8,28,19,2730,63
2022,5,6,Friday,8,28,19,2730,65
2022,5,6,Friday,8,28,19,2730,67
2022,5,6,Friday,8,28,20,2730,59
2022,5,6,Friday,8,28,22,2730,69
2022,5,6,Friday,8,28,24,2730,62
2022,5,6,Friday,8,28,24,2730,64
2022,5,6,Friday,8,28,25,2730,62
2022,5,6,Friday,8,28,25,2730,59
2022,5,6,Friday,8,28,27,2730,53
2022,5,6,Friday,8,28,28,2730,58
2022,5,6,Friday,8,28,31,2730,135
2022,5,6,Friday,8,28,32,2730,66
2022,5,6,Friday,8,28,32,2730,71
2022,5,6,Friday,8,28,32,2730,61
2022,5,6,Friday,8,28,33,2730,64
2022,5,6,Friday,8,28,33,2730,108
2022,5,6,Friday,8,28,35,2730,62
2022,5,6,Friday,8,28,36,2730,64
2022,5,6,Friday,8,28,38,2730,66
2022,5,6,Friday,8,28,39,2730,61
2022,5,6,Friday,8,28,41,2730,58
2022,5,6,Friday,8,28,42,2730,63
2022,5,6,Friday,8,28,45,2730,132
2022,5,6,Friday,8,28,47,2730,81
2022,5,6,Friday,8,28,49,2730,62
2022,5,6,Friday,8,28,50,2730,63
2022,5,6,Friday,8,28,52,2730,68
2022,5,6,Friday,8,28,53,2730,62
2022,5,6,Friday,8,28,53,2730,66
2022,5,6,Friday,8,28,53,2730,59
2022,5,6,Friday,8,28,54,2730,71
2022,5,6,Friday,8,28,55,2730,79
2022,5,6,Friday,8,28,56,2730,65
2022,5,6,Friday,8,28,58,2730,64
2022,5,6,Friday,8,28,59,2730,63
2022,5,6,Friday,8,29,0,2730,67
2022,5,6,Friday,8,29,0,2730,60
2022,5,6,Friday,8,29,1,2730,63
2022,5,6,Friday,8,29,2,2730,84
2022,5,6,Friday,8,29,3,2730,63
2022,5,6,Friday,8,29,4,2730,62
2022,5,6,Friday,8,29,5,2730,62
2022,5,6,Friday,8,29,5,2730,64
2022,5,6,Friday,8,29,6,2730,63
2022,5,6,Friday,8,29,7,2730,61
2022,5,6,Friday,8,29,8,2730,62
2022,5,6,Friday,8,29,8,2730,64
2022,5,6,Friday,8,29,9,2730,60
2022,5,6,Friday,8,29,9,2730,61
2022,5,6,Friday,8,29,10,2730,62
2022,5,6,Friday,8,29,11,2730,148
2022,5,6,Friday,8,29,11,2730,107
2022,5,6,Friday,8,29,11,2730,62
2022,5,6,Friday,8,29,13,2730,61
2022,5,6,Friday,8,29,15,2730,68
2022,5,6,Friday,8,29,15,2730,64
2022,5,6,Friday,8,29,15,2730,57
2022,5,6,Friday,8,29,15,2730,62
2022,5,6,Friday,8,29,16,2730,62
2022,5,6,Friday,8,29,17,2730,68
2022,5,6,Friday,8,29,17,2730,61
2022,5,6,Friday,8,29,19,2730,71
2022,5,6,Friday,8,29,19,2730,60
2022,5,6,Friday,8,29,21,2730,156
2022,5,6,Friday,8,29,22,2730,67
2022,5,6,Friday,8,29,23,2730,61
2022,5,6,Friday,8,29,23,2730,61
2022,5,6,Friday,8,29,23,2730,55
2022,5,6,Friday,8,29,25,2730,64
2022,5,6,Friday,8,29,27,2730,66
2022,5,6,Friday,8,29,29,2730,61
2022,5,6,Friday,8,29,30,2730,159
2022,5,6,Friday,8,29,31,2730,74
2022,5,6,Friday,8,29,34,2730,65
2022,5,6,Friday,8,29,35,2730,60
2022,5,6,Friday,8,29,36,2730,60
2022,5,6,Friday,8,29,38,2730,66
2022,5,6,Friday,8,29,39,2730,57
2022,5,6,Friday,8,29,41,2730,129
2022,5,6,Friday,8,29,43,2730,64
2022,5,6,Friday,8,29,44,2730,67
2022,5,6,Friday,8,29,46,2730,59
2022,5,6,Friday,8,29,46,2730,62
2022,5,6,Friday,8,29,47,2730,57
2022,5,6,Friday,8,29,49,2730,64
2022,5,6,Friday,8,29,50,2730,60
2022,5,6,Friday,8,29,52,2730,62
2022,5,6,Friday,8,29,54,2730,68
2022,5,6,Friday,8,29,55,2730,66
2022,5,6,Friday,8,29,56,2730,68
